2020-01,3.2                                                                                                                                                                                 
2020-02,3                                                                                                                                                                                   
2020-03,3.6                                                                                                                                                                                 
2020-04,11                                                                                                                                                                                  
2020-05,13.7                                                                                                                                                                               
2020-06,16                                                                                                                                                                                 
2020-07,16                                                                                                                                                                                 
2020-08,12.9                                                                                                                                                                               
2020-09,10.8                                                                                                                                                                                
2020-10,10.3                                                                                                                                                                                
2019-00,3.5                                                                                                                                                                                 
2019-01,4.4                                                                                                                                                                                 
2019-02,4                                                                                                                                                                                   
2019-03,3.8                                                                                                                                                                                 
2019-04,3.3                                                                                                                                                                                 
2019-05,3.4                                                                                                                                                                                 
2019-06,3.5                                                                                                                                                                                 
2019-07,3.7                                                                                                                                                                                 
2019-08,3.6                                                                                                                                                                                 
2019-09,3.1                                                                                                                                                                                 
2019-10,3.3                                                                                                                                                                                 
2019-11,3                                                                                                                                                                                   
2019-12,2.8                                                                                                                                                                                 
2018-00,3.7                                                                                                                                                                                 
2018-01,4.1                                                                                                                                                                                 
2018-02,4.2                                                                                                                                                                                 
2018-03,3.9                                                                                                                                                                                 
2018-04,3.5                                                                                                                                                                                 
2018-05,3.3                                                                                                                                                                                 
2018-06,3.8                                                                                                                                                                                 
2018-07,3.8                                                                                                                                                                                 
2018-08,3.8                                                                                                                                                                                 
2018-09,3.5                                                                                                                                                                                 
2018-10,3.6                                                                                                                                                                                 
2018-11,3.4                                                                                                                                                                                 
2018-12,3.7                                                                                                                                                                                 
2017-00,4.1                                                                                                                                                                                 
2017-01,4.6                                                                                                                                                                                 
2017-02,4.5                                                                                                                                                                                 
2017-03,4                                                                                                                                                                                   
2017-04,3.8                                                                                                                                                                                 
2017-05,4                                                                                                                                                                                   
2017-06,4.1                                                                                                                                                                                 
2017-07,4.4                                                                                                                                                                                 
2017-08,4.6                                                                                                                                                                                 
2017-09,4.1                                                                                                                                                                                 
2017-10,4                                                                                                                                                                                   
2017-11,3.7                                                                                                                                                                                 
2017-12,3.6                                                                                                                                                                                 
2016-00,4.6                                                                                                                                                                                 
2016-01,4.9                                                                                                                                                                                 
2016-02,4.8                                                                                                                                                                                 
2016-03,4.7                                                                                                                                                                                 
2016-04,4.2                                                                                                                                                                                 
2016-05,4.1                                                                                                                                                                                 
2016-06,4.5                                                                                                                                                                                 
2016-07,4.9                                                                                                                                                                                 
2016-08,4.9                                                                                                                                                                                 
2016-09,4.8                                                                                                                                                                                 
2016-10,4.7                                                                                                                                                                                 
2016-11,4.2                                                                                                                                                                                 
2016-12,4                                                                                                                                                                                   
2015-00,4.9                                                                                                                                                                                 
2015-01,5.8                                                                                                                                                                                 
2015-02,5.6                                                                                                                                                                                 
2015-03,5.1                                                                                                                                                                                 
